,angleX,angleY,angleZ,posX,posY,posZ,gyro0,gyro1,lidar,accel,deccel,stops,works
0,22.52672491737154,89.10524999618971,-89.10524999618971,217.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
